ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_protein_name,match_result,processing_time
VRLVGRGGRR,P78559,MAP1A,MAP1 light chain LC2,6,16,15,37,bin_5,218,3,Microtubule-associated protein 1A,0,0.99
ZPR1_HUMAN,O75312,ZPR1,Zinc finger protein ZPR1,4,22,11,37,bin_5,113,42,Zinc finger protein ZPR1,1,1.27
CCN1_HUMAN,O00622,CCN1,CCN family member 1 ,4,30,3,37,bin_5,970,441,Cyclin-dependent kinase inhibitor 1 protein,0,1.34
TDGF1_HUMAN,P13385,CRIPTO,Protein Cripto ,4,26,8,38,bin_5,491,435,Follistatin-like protein 5,0,0.57
ABCA3_HUMAN,Q99758,ABCA3,150 Kda mature form ,7,20,11,38,bin_5,473,47,ATP-binding cassette sub-family A member 3,0,1.2
MUL1_HUMAN,SCVFLECGHV,MUL1,Mitochondrial ubiquitin ligase activator of NFKB 1,7,27,4,38,bin_5,976,11,Mitochondrial E3 ubiquitin protein ligase MUL1,0,0.8
UCP2_HUMAN,P55851,UCP2,Dicarboxylate carrier SLC25A8 ,11,25,2,38,bin_5,2755,1,Uncoupling protein 2,0,1.47
KAT8_HUMAN,Q9NR35,KAT8,Histone acetyltransferase KAT8 ,12,15,12,39,bin_5,254,203,Histone acetyltransferase KAT8,1,1.17
FBW1A_HUMAN,Q9Y297,BTRC,F-box/WD repeat-containing protein 1A,7,28,4,39,bin_5,308,11,Beta-transducin repeat-containing protein,0,0.79
CGAS_HUMAN,Q8N884,CGAS,Cyclic GMP-AMP synthase ,12,20,7,39,bin_5,10890,1378,Cyclic GMP-AMP synthase,1,7.29
CCN3_HUMAN,P48745,CCN3,CCN family member 3 ,4,28,8,40,bin_5,481,315,Nephroblastoma overexpressed gene protein,0,1.6
RAD21_HUMAN,O60216,RAD21,64-kDa C-terminal product ,4,22,14,40,bin_5,719,25,DNA repair protein RAD21 homolog,0,0.47
RIGI_HUMAN,O95786,RIGI,Antiviral innate immune response receptor RIG-I ,11,23,6,40,bin_5,3257,1398,Rho GTPase-activating protein 26,0,0.63
GRP1_HUMAN,Q9UNN9,RASGRP1,RAS guanyl-releasing protein 1,7,27,6,40,bin_5,300,42,Ras guanine nucleotide exchange factor 1,0,0.91
DEMA_HUMAN,Q08495,DMTN,Dematin,4,25,12,41,bin_5,64,66,Denticleless protein homolog 1,0,2.97
PICK1_HUMAN,Q9NRD5,PICK1,PRKCA-binding protein,10,17,14,41,bin_5,405,1,"Proliferation-associated protein 1, N-terminally processed",0,2.0
PA24A_HUMAN,P47712,PLA2G4A,Lysophospholipase,12,19,10,41,bin_5,362,1489,Phospholipase A2 group 4A,0,0.84
USP9X_HUMAN,Q93008,USP9X,Ubiquitin carboxyl-terminal hydrolase 9X,9,26,7,42,bin_5,397,58,Ubiquitin thioesterase OTU1,0,1.34
ANFC_HUMAN,P23582,NPPC,CNP-53,3,35,4,42,bin_5,335,2038,Neuromedin U type-2 precursor,0,4.02
ERN1_HUMAN,O75460,ERN1,Endoribonuclease,13,20,9,42,bin_5,1268,28862,Erdj2C-terminal-hydrolase-associated protein 1,0,2.08
VTNC_HUMAN,P04004,VTN,Somatomedin-B,8,22,13,43,bin_5,267,125,Von Willebrand factor A domain-containing protein 1,0,1.5
STK3_HUMAN,Q13188,STK3,Serine/threonine-protein kinase 3 20kDa subunit,7,32,5,44,bin_5,333,9,Serine/threonine kinase 3,0,0.63
BMAL1_HUMAN,O00316,BMAL1,Basic helix-loop-helix ARNT-like protein 1 ,12,26,8,46,bin_5,3274,34,Aryl hydrocarbon receptor nuclear translocator-like protein 1,0,2.74
STING_HUMAN,Q86WV6,STING1,Stimulator of interferon genes protein ,9,23,16,48,bin_5,2021,11582,Zinc finger protein and STING-associated protein 1,0,3.33
FINC_HUMAN,Q96KP8,FN1,Ugl-Y3,9,28,13,50,bin_5,2356,0,Fibronectin 1,0,1.49
PDE2A_HUMAN,O00408,PDE2A,"cGMP-dependent 3',5'-cyclic phosphodiesterase ",11,28,12,51,bin_5,267,986,"3',5'-cyclic-AMP phosphodiesterase 2A",0,2.3
CADH1_HUMAN,P12830,CDH1,E-Cad/CTF3,9,25,17,51,bin_5,6034,1,Cadherin 1 type 1,0,0.78
H2AY_HUMAN,O75367,MACROH2A1,Core histone macro-H2A.1,16,22,13,51,bin_5,174,1,Macrodomain-containing protein 2 alpha chain 1,0,1.03
RET_HUMAN,P07949,RET,Extracellular cell-membrane anchored RET cadherin 120 kDa fragment ,5,38,8,51,bin_5,11979,0,Retinoic acid receptor-related protein Ret,0,0.48
MAP1B_HUMAN,P46821,MAP1B,MAP1 light chain LC1,5,29,19,53,bin_5,815,3,Microtubule-associated protein 1B,0,0.39
VPP3_HUMAN,Q13488,TCIRG1,V-type proton ATPase 116 kDa subunit a 3,2,40,11,53,bin_5,205,2,T-cell surface glycoprotein CD4-associated protein 2,0,0.5
TRFL_HUMAN,Q16789,LTF,Lactoferroxin-C,8,32,14,54,bin_5,1588,1,Lactotransferrin,0,0.69
PHB1_HUMAN,P35232,PHB1,Prohibitin 1 ,7,39,11,57,bin_5,244,1679,Protein phosphatase 1 regulatory subunit 12B,0,0.68
MMP2_HUMAN,P08253,MMP2,PEX,6,45,7,58,bin_5,27129,1899,72 kDa type IV collagenase,0,0.92
FACE1_HUMAN,O75844,ZMPSTE24,CAAX prenyl protease 1 homolog,5,46,7,58,bin_5,304,1,N-terminally myristoylated CENP-H-interacting protein 1,0,1.49
ANGT_HUMAN,P01019,AGT,Angiotensin 1-4,5,48,6,59,bin_5,4315,2991,Aldosterone synthase,0,1.25
MLAPLLEVIK,Q14191,WRN,ATP-dependent helicase,24,26,9,59,bin_5,1397,1733,DNA repair protein WRN,0,0.46
TNAP3_HUMAN,P21580,TNFAIP3,A20p37,10,48,5,63,bin_5,1809,0,Tumor necrosis factor-alpha-induced protein 3,0,1.53
GBA1_HUMAN,Q9UMJ8,GBA1,Lysosomal acid glucosylceramidase ,6,51,6,63,bin_5,640,319,Lysosomal acid glucosylceramidase,1,0.48
RACK1_HUMAN,P63244,RACK1,"Small ribosomal subunit protein RACK1, N-terminally processed",19,36,14,69,bin_5,1058,0,Receptor for activated C kinase 1,0,0.45
NHRF1_HUMAN,O14745,NHERF1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 ,17,42,17,76,bin_5,473,0,Sodium-hydrogen exchanger regulatory factor 1,0,0.7
LIS1_HUMAN,P43034,PAFAH1B1,Platelet-activating factor acetylhydrolase IB subunit beta ,10,52,22,84,bin_5,479,42,Platelet-activating factor acetylhydrolase IB subunit alpha,0,1.29
PRKN_HUMAN,Q8NI43,PRKN,E3 ubiquitin-protein ligase parkin ,26,100,17,143,bin_5,564,3850,Parkin,0,0.28
CLN6_HUMAN,Q9NWW5,CLN6,Ceroid-lipofuscinosis neuronal protein 6,3,9,8,20,bin_5,220,322,Lysosomal membrane protein 1,0,0.25
S6A14_HUMAN,Q9UN76,SLC6A14,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) ,7,8,5,20,bin_5,166,3,Sodium- and chloride-dependent transporter SLC6A14,0,2.9
S6A20_HUMAN,Q9NP91,SLC6A20,Sodium- and chloride-dependent transporter XTRP3 ,7,11,2,20,bin_5,84,0,Sodium- and chloride-dependent transporter SLC6A20,0,2.67
SC5A7_HUMAN,Q9GZV3,SLC5A7,High affinity choline transporter 1 ,3,7,10,20,bin_5,103,341,Sodium/dicarboxylate cotransporter 7,0,0.5
TPC1_HUMAN,Q9ULQ1,TPCN1,Two pore channel protein 1 ,9,3,8,20,bin_5,98,2960,Two-pore channel protein 1,0,2.98
ITA11_HUMAN,Q9UKX5,ITGA11,Integrin alpha-11,5,9,6,20,bin_5,110,49,Integrin subunit alpha-11,0,0.81
SC5A6_HUMAN,Q9Y289,SLC5A6,Sodium-dependent multivitamin transporter ,7,7,6,20,bin_5,51,93,Sodium/dichloroacetate transporter,0,0.96
RL27_HUMAN,P61353,RPL27,Large ribosomal subunit protein eL27 ,2,4,14,20,bin_5,70,2,60S ribosomal protein L27,0,1.65
SC5A5_HUMAN,Q92911,SLC5A5,Sodium/iodide cotransporter,4,10,6,20,bin_5,137,1747,Sodium/dichloroacetate transporter,0,1.82
MYPR_HUMAN,P60201,PLP1,Myelin proteolipid protein,4,12,4,20,bin_5,827,2968,Myelin proteolipid protein 1,0,0.61
MYRF_HUMAN,Q9Y2G1,MYRF,"Myelin regulatory factor, C-terminal",5,10,5,20,bin_5,150,9,Myelin regulatory factor,0,0.57
NAL10_HUMAN,Q86W26,NLRP10,"NACHT, LRR and PYD domains-containing protein 10",3,12,5,20,bin_5,51,40,"NACHT, leucine-rich repeat protein 10",0,0.65
SC16A_HUMAN,O15027,SEC16A,Protein transport protein Sec16A,0,13,7,20,bin_5,62,46,Sec16 protein complex subunit A,0,1.29
NANO3_HUMAN,P60323,NANOS3,Nanos homolog 3,4,9,7,20,bin_5,151,29,Nanos homeobox protein 3,0,0.77
ITB5_HUMAN,P18084,ITGB5,Integrin beta-5,3,9,8,20,bin_5,179,624,Integrin subunit beta-5,0,0.89
MOV10_HUMAN,Q9HCE1,MOV10,Helicase MOV-10 ,4,9,7,20,bin_5,132,3,Cytosine-5 DNA methyltransferase MOV10,0,1.03
JAG2_HUMAN,Q9Y219,JAG2,Protein jagged-2,3,16,1,20,bin_5,335,273,Jagged 2 extracellular protein,0,0.79
EXOC7_HUMAN,Q9UPT5,EXOC7,Exocyst complex component 7,2,9,9,20,bin_5,77,48,Exocyst complex component 7 subunit,0,0.77
RILP_HUMAN,Q96NA2,RILP,Rab-interacting lysosomal protein,3,9,8,20,bin_5,171,65,Rab-interacting lysosomal protein,1,4.48
YMEL1_HUMAN,Q96TA2,YME1L1,ATP-dependent zinc metalloprotease YME1L1,5,11,4,20,bin_5,56,2,Mitochondrial protein YME1L1,0,0.37
SC24B_HUMAN,O95487,SEC24B,Protein transport protein Sec24B ,2,13,5,20,bin_5,37,21,Sec24-related protein B,0,0.63
IREB2_HUMAN,Q9UF17,IREB2,Iron-responsive element-binding protein 2,5,12,3,20,bin_5,144,403,Iron-regulatory protein 2,0,0.67
CUL7_HUMAN,Q14999,CUL7,Cullin-7,1,11,8,20,bin_5,159,35,Cullin-7,1,1.25
CDD_HUMAN,P32320,CDA,Cytidine deaminase ,6,9,5,20,bin_5,6960,5445,Cytidine deaminase,1,1.07
MTF1_HUMAN,Q14872,MTF1,Metal regulatory transcription factor 1,8,9,3,20,bin_5,570,1887,Metal response element-binding protein 1,0,0.94
RN135_HUMAN,Q8IUD6,RNF135,E3 ubiquitin-protein ligase RNF135 ,6,10,4,20,bin_5,55,38,E3 ubiquitin-protein ligase RNF135,1,0.69
TRAP1_HUMAN,Q12931,TRAP1,"Heat shock protein 75 kDa, mitochondrial",7,6,7,20,bin_5,479,33,Thyroid hormone receptor-associated protein 1,0,1.34
RN139_HUMAN,Q8WU17,RNF139,E3 ubiquitin-protein ligase RNF139,6,9,5,20,bin_5,37,20,E3 ubiquitin-protein ligase RNF139,1,0.64
ACPM_HUMAN,O14561,NDUFAB1,"Acyl carrier protein, mitochondrial ",5,8,7,20,bin_5,43,378,"NADH dehydrogenase [ubiquinone] flavoprotein 1, beta subunit",0,4.3
RS28_HUMAN,P62857,RPS28,Small ribosomal subunit protein eS28 ,2,7,11,20,bin_5,59,2,40S ribosomal protein S28,0,1.23
RRP8_HUMAN,O43159,RRP8,Ribosomal RNA-processing protein 8,3,10,7,20,bin_5,31,619,Ribosomal protein L40,0,0.77
CTCFL_HUMAN,A6XGN2,CTCFL,Transcriptional repressor CTCFL,8,7,5,20,bin_5,170,23,Ceruloplasmin-like protein,0,0.69
FBX2_HUMAN,Q9UK22,FBXO2,F-box only protein 2,4,9,7,20,bin_5,60,311,F-box only protein 2,1,4.53
IMDH2_HUMAN,P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2 ,5,6,9,20,bin_5,258,896,Inosine-5'-monophosphate dehydrogenase type II,0,1.29
RNF5_HUMAN,Q99942,RNF5,E3 ubiquitin-protein ligase RNF5 ,6,10,4,20,bin_5,95,69,E3 ubiquitin-protein ligase RNF5,1,2.39
FABP4_HUMAN,P15090,FABP4,"Fatty acid-binding protein, adipocyte",4,11,5,20,bin_5,2710,2899,"Fatty acid-binding protein 4, adipocyte type",0,0.51
CDK16_HUMAN,Q00536,CDK16,Cyclin-dependent kinase 16,4,7,9,20,bin_5,69,4442,CDK-16,0,0.6
ACOT8_HUMAN,O14734,ACOT8,Acyl-coenzyme A thioesterase 8,10,8,2,20,bin_5,34,35,Acyl-CoA thioesterase 8 (EC 3.1.2.1),0,4.36
WNT2B_HUMAN,Q93097,WNT2B,Protein Wnt-2b,2,14,4,20,bin_5,343,27,Protein Wnt-2b,1,1.08
WNT16_HUMAN,Q9UBV4,WNT16,Protein Wnt-16,2,15,3,20,bin_5,274,15,Protein Wnt-16,1,0.67
MTCL1_HUMAN,Q9Y4B5,MTCL1,Microtubule cross-linking factor 1,3,6,11,20,bin_5,22,72,"Myotilin, skeletal muscle-specific isoform",0,0.29
RL7_HUMAN,P18124,RPL7,Large ribosomal subunit protein uL30 ,5,5,10,20,bin_5,123,3,60S ribosomal protein L7,0,3.32
MPIP2_HUMAN,Q9BRA6,CDC25B,M-phase inducer phosphatase 2,3,11,6,20,bin_5,681,2053,M-phase inducer phosphatase 2,1,0.41
IL34_HUMAN,Q6ZMJ4,IL34,Interleukin-34,4,14,2,20,bin_5,511,304,"Macrophage colony-stimulating factor 4, soluble form",0,3.39
S23A1_HUMAN,Q9UHI7,SLC23A1,Solute carrier family 23 member 1 ,6,8,6,20,bin_5,128,366,Sodium-dependent xylose transporter 1,0,2.19
MPRD_HUMAN,P20645,M6PR,Cation-dependent mannose-6-phosphate receptor,4,6,10,20,bin_5,233,185,"Mannose-6-phosphate receptor, C-type",0,0.93
S1PR2_HUMAN,O95136,S1PR2,Sphingosine 1-phosphate receptor 2,6,11,3,20,bin_5,529,4275,Sphingosine-1-phosphate receptor 2,0,1.24
ISCU_HUMAN,Q9H1K1,ISCU,Iron-sulfur cluster assembly enzyme ISCU ,6,7,7,20,bin_5,467,142,Iron-sulfur cluster assembly protein ISCU,0,6.26
S15A2_HUMAN,Q16348,SLC15A2,Solute carrier family 15 member 2 ,3,13,4,20,bin_5,67,539,"Peptide/histidine transporter 2, solute carrier family 15 member 2",0,1.21
TPM4_HUMAN,Q9UCS4,TPM4,Tropomyosin alpha-4 chain,6,4,10,20,bin_5,178,17,Tropomyosin alpha-4 chain,1,1.64
ANX13_HUMAN,P27216,ANXA13,Annexin A13,4,3,13,20,bin_5,26,36,Annexin A13,1,6.53
FCRL3_HUMAN,Q96P29,FCRL3,Fc receptor-like protein 3 ,5,12,3,20,bin_5,186,143,Fc receptor-like 3 protein,0,1.81
XRP2_HUMAN,O75695,RP2,Protein XRP2,4,5,11,20,bin_5,1029,5,Rabphilin-3A,0,1.36
S10A1_HUMAN,P23297,S100A1,Protein S100-A1,6,5,9,20,bin_5,537,3,Protein S100-A1,1,0.74
IL2RB_HUMAN,P14784,IL2RB,Interleukin-2 receptor subunit beta,5,9,6,20,bin_5,413,1607,Interleukin-2 receptor subunit beta,1,0.73
LEDLRSKLSV,Q96J66,ABCC11,ATP-binding cassette sub-family C member 11 ,9,6,5,20,bin_5,187,54,ATP-binding cassette sub-family C member 11,1,1.31
MYO5B_HUMAN,Q9ULV0,MYO5B,Unconventional myosin-Vb,5,6,9,20,bin_5,204,7,Myosin-Vb,0,2.89
AP1M1_HUMAN,Q9BXS5,AP1M1,AP-1 complex subunit mu-1,1,6,13,20,bin_5,27,21,Adaptor-related protein complex 2 subunit AP180-2 alpha-2 chain,0,0.83
TRIB1_HUMAN,Q96RU8,TRIB1,Tribbles homolog 1,5,12,3,20,bin_5,285,174,Tripartite motif-containing protein 1,0,1.31
AP2A2_HUMAN,O94973,AP2A2,AP-2 complex subunit alpha-2 ,4,4,12,20,bin_5,31,31,Adaptor-related protein complex 2 subunit alpha-2,0,1.46
MSRE_HUMAN,P21757,MSR1,Macrophage scavenger receptor types I and II,4,11,5,20,bin_5,648,113,Macrophage serine protease 1,0,0.93
TRIA1_HUMAN,O43715,TRIAP1,TP53-regulated inhibitor of apoptosis 1,1,14,5,20,bin_5,55,24,Tripartite motif-containing protein 13-associated protein 1,0,0.76
CAR16_HUMAN,Q5EG05,CARD16,Caspase recruitment domain-containing protein 16,5,10,5,20,bin_5,20,48,Bcl-10,0,0.28
SH3K1_HUMAN,Q96B97,SH3KBP1,SH3 domain-containing kinase-binding protein 1,2,8,10,20,bin_5,156,4,SH3-domain-binding protein 1,0,0.6
EST1A_HUMAN,Q86US8,SMG6,Telomerase-binding protein EST1A ,7,7,6,20,bin_5,121,0,Exonuclease SMG6,0,1.14
DQA2_HUMAN,P01906,HLA-DQA2,"HLA class II histocompatibility antigen, DQ alpha 2 chain",3,6,11,20,bin_5,103,891,"HLA class II histocompatibility antigen, DQ alpha 2 chain",1,2.15
LTK_HUMAN,P29376,LTK,Leukocyte tyrosine kinase receptor ,5,12,3,20,bin_5,821,12814,Leukocyte T-cell receptor tyrosine kinase,0,2.4
STAT4_HUMAN,Q14765,STAT4,Signal transducer and activator of transcription 4,4,10,6,20,bin_5,1973,1367,Signal transducer and activator of transcription 4,1,1.51
LY96_HUMAN,Q9Y6Y9,LY96,Lymphocyte antigen 96,4,11,5,20,bin_5,619,755,Lymphocyte antigen 96,1,0.61
STAR3_HUMAN,Q14849,STARD3,StAR-related lipid transfer protein 3 ,3,7,10,20,bin_5,155,13,StarD3,0,0.53
KKCC2_HUMAN,Q8WY06,CAMKK2,Calcium/calmodulin-dependent protein kinase kinase 2,7,10,3,20,bin_5,371,17565,Calcium/calmodulin-dependent protein kinase kinase 2,1,1.07
SSXT_HUMAN,Q15532,SS18,Protein SSXT,2,12,6,20,bin_5,457,3,SMC hinge-domain-containing protein 1,0,0.98
SSR3_HUMAN,P32745,SSTR3,Somatostatin receptor type 3,4,11,5,20,bin_5,370,1097,Somatostatin receptor 3,0,0.34
M2OM_HUMAN,Q02978,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein ,8,8,4,20,bin_5,39,13,ADP/ATP translocase 2,0,1.02
SRY_HUMAN,Q05066,SRY,Sex-determining region Y protein ,6,9,5,20,bin_5,5485,1232,Sex-determining region Y protein,1,1.18
SRSF1_HUMAN,Q07955,SRSF1,Serine/arginine-rich splicing factor 1 ,4,10,6,20,bin_5,557,352,Serine/arginine-rich splicing factor 1,1,1.69
ADCY5_HUMAN,AVQVVGLLLP,ADCY5,Adenylate cyclase type 5,5,12,3,20,bin_5,239,2633,Adenylate cyclase type 5,1,1.75
ADCY3_HUMAN,O60266,ADCY3,Adenylate cyclase type 3,4,10,6,20,bin_5,163,3022,Adenylate cyclase type 3,1,0.74
DQB2_HUMAN,P05538,HLA-DQB2,"HLA class II histocompatibility antigen, DQ beta 2 chain",3,6,11,20,bin_5,66,1683,"HLA class II histocompatibility antigen, DQ beta 2 chain",1,2.01
SP7_HUMAN,Q8TDD2,SP7,Transcription factor Sp7,6,11,3,20,bin_5,1616,1011,Osteoblast-specific protein 2,0,0.52
BUB1_HUMAN,O43683,BUB1,Mitotic checkpoint serine/threonine-protein kinase BUB1,5,8,7,20,bin_5,1369,564,Budding uninhibited by benzimidazoles 1 beta subunit,0,0.97
BUB1B_HUMAN,Q8WV50,BUB1B,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,4,6,10,20,bin_5,519,21,Chromosome fusion protein Bub1-beta,0,1.24
THAP1_HUMAN,Q9NVV9,THAP1,THAP domain-containing protein 1,8,6,6,20,bin_5,223,19,"Thap1, dNA-binding protein THAP1",0,0.64
SPY1_HUMAN,O43609,SPRY1,Protein sprouty homolog 1,0,16,4,20,bin_5,330,34,Sprouty-related protein 1,0,0.59
LLSAEFGKHL,P11277,SPTB,"Spectrin beta chain, erythrocytic",4,3,13,20,bin_5,738,159,"Spectrin beta chain, erythrocytic",1,3.52
DSG1_HUMAN,Q02413,DSG1,Desmoglein-1,3,7,10,20,bin_5,838,1236,Desmoglein-1,1,1.86
SPRC_HUMAN,P09486,SPARC,SPARC,3,4,13,20,bin_5,3539,3539,Secreted protein acidic and rich in cysteine,0,0.39
SPIR2_HUMAN,Q8WWL2,SPIRE2,Protein spire homolog 2,2,13,5,20,bin_5,28,6,Spectrin repeat-containing protein 2,0,0.67
MAL_HUMAN,P21145,MAL,Myelin and lymphocyte protein,3,10,7,20,bin_5,54090,6578,Myelin and lymphocyte protein,1,0.57
SPD2B_HUMAN,A1X283,SH3PXD2B,SH3 and PX domain-containing protein 2B,5,11,4,20,bin_5,55,0,SH3-domain-containing protein 2B,0,1.69
BTC_HUMAN,P35070,BTC,Betacellulin,4,12,4,20,bin_5,3598,440,Baculoviral IAP repeat-containing protein 1,0,1.84
MAPK3_HUMAN,Q16644,MAPKAPK3,MAP kinase-activated protein kinase 3,8,8,4,20,bin_5,122,501,3'-5' exonuclease MAP kinase-activated protein kinase 3,0,1.56
TFAM_HUMAN,Q00059,TFAM,"Transcription factor A, mitochondrial ",8,6,6,20,bin_5,2444,29969,Mitochondrial DNA-encoded NADH dehydrogenase subunit 6 and TFAM,0,2.92
DNLI1_HUMAN,P18858,LIG1,DNA ligase 1,5,11,4,20,bin_5,397,10377,DNA ligase I,0,0.49
STK36_HUMAN,Q9NRP7,STK36,Serine/threonine-protein kinase 36,5,9,6,20,bin_5,34,10394,Serine/threonine kinase 36,0,0.37
LSM1_HUMAN,O15116,LSM1,U6 snRNA-associated Sm-like protein LSm1,3,8,9,20,bin_5,219,0,PA700 subunit 1-alpha,0,0.97
KSR1_HUMAN,Q8IVT5,KSR1,Kinase suppressor of Ras 1,7,5,8,20,bin_5,225,211,Kinase suppressor of ras 1,1,2.68
DEAF1_HUMAN,O75513,DEAF1,Deformed epidermal autoregulatory factor 1 homolog,4,10,6,20,bin_5,137,3,Zinc finger protein ZPR1,0,1.39
TBG2_HUMAN,Q9NRH3,TUBG2,Tubulin gamma-2 chain,3,6,11,20,bin_5,16,9,Tubulin gamma chain 2,0,0.43
TBB2B_HUMAN,Q9BVA1,TUBB2B,Tubulin beta-2B chain,5,8,7,20,bin_5,125,5,Tubulin beta chain 2B,0,0.78
KPYR_HUMAN,P30613,PKLR,Pyruvate kinase PKLR,6,10,4,20,bin_5,324,230,Pyruvate kinase isozyme R (PKR) or Pyruvate kinase R,0,3.18
DGKH_HUMAN,Q86XP1,DGKH,Diacylglycerol kinase eta ,6,8,6,20,bin_5,91,113,Dihydrodiaphorine reductase,0,1.33
ZNT3_HUMAN,Q99726,SLC30A3,Probable proton-coupled zinc antiporter SLC30A3 ,3,5,12,20,bin_5,152,0,Zinc transporter Znt3,0,0.65
DHRS4_HUMAN,Q58IU4,DHRS4,Dehydrogenase/reductase SDR family member 4 ,8,5,7,20,bin_5,43,67,Dihydrodiol-dehydrogenase-like protein 4,0,0.85
RYINHSCAPN,O14686,KMT2D,Histone-lysine N-methyltransferase 2D,7,10,3,20,bin_5,1131,63,Lysine-specific demethylase 6 subunit D,0,1.22
DHX58_HUMAN,Q96C10,DHX58,ATP-dependent RNA helicase DHX58 ,7,12,1,20,bin_5,149,4,DEAH-box helicase 58,0,0.67
LMO4_HUMAN,P61968,LMO4,LIM domain transcription factor LMO4,3,14,3,20,bin_5,214,121,LIM-only protein 4,0,0.6
AGRB3_HUMAN,O60242,ADGRB3,Adhesion G protein-coupled receptor B3 ,2,12,6,20,bin_5,59,7,Adhesion G protein-coupled receptor B3,1,0.38
ZN830_HUMAN,Q96NB3,ZNF830,Zinc finger protein 830 ,2,13,5,20,bin_5,4,23,"Zinc finger protein ZPR1, isoform C-terminally extended 1",0,0.55
SYCP1_HUMAN,Q15431,SYCP1,Synaptonemal complex protein 1 ,2,11,7,20,bin_5,195,626,Synaptonemal complex protein 1,1,0.74
DCNL3_HUMAN,Q8IWE4,DCUN1D3,DCN1-like protein 3,3,12,5,20,bin_5,8,1,DCUN1D3 ubiquitin aldehyde-binding protein 1,0,0.57
SUN2_HUMAN,Q9UH99,SUN2,SUN domain-containing protein 2,5,8,7,20,bin_5,227,1332,Nuclear envelope protein SUN2,0,1.61
DCLK1_HUMAN,O15075,DCLK1,Serine/threonine-protein kinase DCLK1,4,14,2,20,bin_5,477,311,Dual specificity tyrosine-phosphorylation-regulated kinase 1,0,1.85
LRAT_HUMAN,O95237,LRAT,Lecithin retinol acyltransferase ,6,9,5,20,bin_5,462,323,Phosphatidylcholine-sterol acyltransferase,0,2.61
DCDC2_HUMAN,Q9UHG0,DCDC2,Doublecortin domain-containing protein 2,1,9,10,20,bin_5,163,41,Doublecortin-like kinase 1,0,0.55
LRRT1_HUMAN,Q86UE6,LRRTM1,Leucine-rich repeat transmembrane neuronal protein 1,0,11,9,20,bin_5,55,85,Leucine-rich repeat transmembrane protein 1,0,0.98
STML2_HUMAN,Q9UJZ1,STOML2,"Stomatin-like protein 2, mitochondrial",3,10,7,20,bin_5,110,44,Stomatin-like protein 2,0,1.73
STK38_HUMAN,Q15208,STK38,Serine/threonine-protein kinase 38 ,8,7,5,20,bin_5,97,8874,Serine/threonine kinase 38,0,0.72
DNJC2_HUMAN,Q99543,DNAJC2,"DnaJ homolog subfamily C member 2, N-terminally processed",7,7,6,20,bin_5,45,0,DnaJ homolog subfamily C member 2,0,3.28
SCGEARVTFS,Q6B0I6,KDM4D,Lysine-specific demethylase 4D,6,8,6,20,bin_5,102,9,Lysine-specific demethylase 4D,1,4.22
3BHS1_HUMAN,P14060,HSD3B1,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,5,6,9,20,bin_5,567,81,3-beta-hydroxysteroid dehydrogenase type 1,0,2.12
TNNT2_HUMAN,P45379,TNNT2,"Troponin T, cardiac muscle",5,9,6,20,bin_5,670,3228,Cardiac troponin t type 2,0,0.65
SF01_HUMAN,Q969H7,SF1,Splicing factor 1,5,9,6,20,bin_5,2458,13382,Steroidogenic factor 1,0,0.42
SKOR2_HUMAN,Q2VWA4,SKOR2,SKI family transcriptional corepressor 2 ,6,11,3,20,bin_5,29,6,Solute carrier protein-coupled receptor 1,0,2.25
MEP50_HUMAN,Q9BQA1,WDR77,Methylosome protein WDR77 ,3,10,7,20,bin_5,92,9,WD repeat-containing protein 77,0,1.58
SIAT1_HUMAN,P15907,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",3,11,6,20,bin_5,399,409,"ST6 N-acetylglucosaminide beta-1,6-N-acetylgalactosaminide beta-1,3-glucosyltransferase",0,3.0
KALRN_HUMAN,O60229,KALRN,Kalirin ,5,8,7,20,bin_5,201,185,Kalirin-9,0,1.16
CD5R2_HUMAN,Q13319,CDK5R2,Cyclin-dependent kinase 5 activator 2,4,9,7,20,bin_5,28,810,CDK5 regulatory subunit-associated protein 1,0,2.46
MFF_HUMAN,Q9GZY8,MFF,Mitochondrial fission factor,2,12,6,20,bin_5,1195,4204,"Midasin chain, N-terminally processed",0,5.07
MFHA1_HUMAN,Q9Y4C4,MFHAS1,Malignant fibrous histiocytoma-amplified sequence 1 ,3,16,1,20,bin_5,41,2,Manganese-dependent exopeptidase HsMT-1,0,2.04
MIB1_HUMAN,Q86YT6,MIB1,E3 ubiquitin-protein ligase MIB1,3,12,5,20,bin_5,4534,353,M-phase inducer phosphatase 1,0,0.94
CGAT1_HUMAN,Q8TDX6,CSGALNACT1,Chondroitin sulfate N-acetylgalactosaminyltransferase 1 ,6,12,2,20,bin_5,53,34,Chondroitin sulfate N-acetylgalactosamine 4-O-sulfotransferase 1,0,2.04
