ID,AC,gene_symbol,protein_name,GO_F Count,GO_P Count,GO_C Count,all_go_counts,bin,normalized_protein,normalized_gene_name,MATCH,PMC_ID,Rank,PMC_PROTEIN,HGNC_symbol,gene_id,gene_name,Bin2,predicted_gene_name,pmatch
VTI1A_HUMAN,Q96AJ9,VTI1A,Vesicle transport through interaction with t-SNAREs homolog 1A,2,11,17,30,bin_5,Vesicle transport through interaction with t-SNAREs homolog 1A,VTI1A,1,902,2958,259,VTI1A,HGNC:17792,vesicle transport through interaction with t-SNAREs 1A,15,prostaglandin-endoperoxide synthase 2,0
HCFC1_HUMAN,P51610,HCFC1,HCF C-terminal chain 6 ,6,10,12,28,bin_5,HCF C-terminal chain 6,HCFC1,1,997,2849,438,HCFC1,HGNC:4839,host cell factor C1,15,interleukin 2,0
PLXD1_HUMAN,Q9Y4D7,PLXND1,Plexin-D1,2,18,7,27,bin_5,Plexin-D1,PLXND1,1,945,2914,878,PLXND1,HGNC:9107,plexin D1,15,prostaglandin-endoperoxide synthase 2,0
HAX1_HUMAN,O00165,HAX1,HCLS1-associated protein X-1,2,12,15,29,bin_5,HCLS1-associated protein X-1,HAX1,1,1006,2840,146,HAX1,HGNC:16915,HCLS1 associated protein X-1,15,prostaglandin-endoperoxide synthase 2,0
FKRP_HUMAN,Q9H9S5,FKRP,Ribitol 5-phosphate transferase FKRP ,5,38,8,51,bin_5,Ribitol 5-phosphate transferase FKRP,FKRP,1,1059,2782,65,FKRP,HGNC:17997,fukutin related protein,15,ret proto-oncogene,0
STSDYKDNFG,Q14004,CDK13,Cyclin-dependent kinase 13,8,6,11,25,bin_5,Cyclin-dependent kinase 13,CDK13,1,1050,2791,103771,CDK13,HGNC:1733,cyclin dependent kinase 13,15,cytochrome b-245 beta chain,0
RAB38_HUMAN,P57729,RAB38,Ras-related protein Rab-38,6,14,15,35,bin_5,Ras-related protein Rab-38,RAB38,1,945,2913,17,RAB38,HGNC:9776,"RAB38, member RAS oncogene family",15,prostaglandin-endoperoxide synthase 2,0
ABCA2_HUMAN,Q9BZC7,ABCA2,ATP-binding cassette sub-family A member 2 ,8,33,10,51,bin_5,ATP-binding cassette sub-family A member 2,ABCA2,1,948,2910,0,ABCA2,HGNC:32,ATP binding cassette subfamily A member 2,15,adenosine deaminase,0
S47A1_HUMAN,Q96FL8,SLC47A1,Multidrug and toxin extrusion protein 1 ,9,9,4,22,bin_5,Multidrug and toxin extrusion protein 1,SLC47A1,1,926,2929,3958,SLC47A1,HGNC:25588,solute carrier family 47 member 1,15,"serine peptidase inhibitor, Kazal type 5",0
GUC2D_HUMAN,Q02846,GUCY2D,Retinal guanylyl cyclase 1,9,5,6,20,bin_5,Retinal guanylyl cyclase 1,GUCY2D,1,948,2911,5090,GUCY2D,HGNC:4689,"guanylate cyclase 2D, retinal",15,interleukin 6,0
PEX19_HUMAN,P40855,PEX19,Peroxisomal biogenesis factor 19 ,4,10,8,22,bin_5,Peroxisomal biogenesis factor 19,PEX19,1,990,2858,64,PEX19,HGNC:9713,peroxisomal biogenesis factor 19,15,prostaglandin-endoperoxide synthase 2,0
S22A6_HUMAN,Q9UBG6,SLC22A6,Solute carrier family 22 member 6 ,10,8,6,24,bin_5,Solute carrier family 22 member 6,SLC22A6,1,1045,2797,17190,SLC22A6,HGNC:10970,solute carrier family 22 member 6,15,prostaglandin-endoperoxide synthase 2,0
SRGP2_HUMAN,O75044,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2 ,4,14,9,27,bin_5,SLIT-ROBO Rho GTPase-activating protein 2,SRGAP2,1,922,2932,370,SRGAP2,HGNC:19751,SLIT-ROBO Rho GTPase activating protein 2,15,prostaglandin-endoperoxide synthase 2,0
S27A1_HUMAN,Q6PCB7,SLC27A1,Long-chain fatty acid transport protein 1 ,12,23,5,40,bin_5,Long-chain fatty acid transport protein 1,SLC27A1,1,1005,2841,43102,SLC27A1,HGNC:10995,solute carrier family 27 member 1,15,ret proto-oncogene,0
PSDE_HUMAN,O00487,PSMD14,26S proteasome non-ATPase regulatory subunit 14,6,8,9,23,bin_5,26S proteasome non-ATPase regulatory subunit 14,PSMD14,1,996,2851,1241,PSMD14,HGNC:16889,"proteasome 26S subunit, non-ATPase 14",15,solute carrier family 22 member 4,0
BAAT_HUMAN,Q14032,BAAT,Bile acid-CoA:amino acid N-acyltransferase ,9,9,4,22,bin_5,Bile acid-CoA:amino acid N-acyltransferase,BAAT,1,1029,2818,404,BAAT,HGNC:932,bile acid-CoA:amino acid N-acyltransferase,15,cyclin dependent kinase inhibitor 1A,0
NCK2_HUMAN,O43639,NCK2,Cytoplasmic protein NCK2,7,20,5,32,bin_5,Cytoplasmic protein NCK2,NCK2,1,919,2936,500,NCK2,HGNC:7665,NCK adaptor protein 2,15,mitogen-activated protein kinase 1,0
ANM2_HUMAN,Q9BW15,PRMT2,Protein arginine N-methyltransferase 2,14,10,5,29,bin_5,protein,PRMT2,1,915,2940,2333,PRMT2,HGNC:5186,protein arginine methyltransferase 2,15,interleukin 6,0
HXD3_HUMAN,P31249,HOXD3,Homeobox protein Hox-D3,5,12,5,22,bin_5,Homeobox protein Hox-D3,HOXD3,1,1005,2842,107,HOXD3,HGNC:5137,homeobox D3,15,interleukin 6,0
TAF4_HUMAN,O00268,TAF4,Transcription initiation factor TFIID subunit 4,3,12,7,22,bin_5,Transcription initiation factor TFIID subunit 4,TAF4,1,833,3036,5157,TAF4,HGNC:11537,TATA-box binding protein associated factor 4,16,ret proto-oncogene,0
DHSO_HUMAN,Q00796,SORD,Sorbitol dehydrogenase ,9,7,6,22,bin_5,Sorbitol dehydrogenase,SORD,1,787,3097,13238,SORD,HGNC:11184,sorbitol dehydrogenase,16,prostaglandin-endoperoxide synthase 2,0
PP1G_HUMAN,P36873,PPP1CC,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,11,13,16,40,bin_5,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CC,1,809,3067,112,PPP1CC,HGNC:9283,protein phosphatase 1 catalytic subunit gamma,16,prostaglandin-endoperoxide synthase 2,0
RAB17_HUMAN,Q9H0T7,RAB17,Ras-related protein Rab-17,3,13,14,30,bin_5,Ras-related protein Rab-17,RAB17,1,757,3141,15,RAB17,HGNC:16523,"RAB17, member RAS oncogene family",16,prostaglandin-endoperoxide synthase 2,0
SIA4C_HUMAN,Q11206,ST3GAL4,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",4,13,4,21,bin_5,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",ST3GAL4,1,837,3027,5,ST3GAL4,HGNC:10864,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",16,prostaglandin-endoperoxide synthase 2,0
SCNBA_HUMAN,Q9UI33,SCN11A,Sodium channel protein type 11 subunit alpha ,1,35,7,43,bin_5,Sodium channel protein type 11 subunit alpha,SCN11A,1,823,3046,1488,SCN11A,HGNC:10583,sodium voltage-gated channel alpha subunit 11,16,prostaglandin-endoperoxide synthase 2,0
RASF2_HUMAN,P50749,RASSF2,Ras association domain-containing protein 2,1,16,8,25,bin_5,Ras association domain-containing protein 2,RASSF2,1,817,3053,25312,RASSF2,HGNC:9883,Ras association domain family member 2,16,prostaglandin-endoperoxide synthase 2,0
IATQGPLAET,Q13332,PTPRS,Receptor-type tyrosine-protein phosphatase S,5,20,11,36,bin_5,Receptor-type tyrosine-protein phosphatase S,PTPRS,1,878,2983,1585,PTPRS,HGNC:9681,protein tyrosine phosphatase receptor type S,16,prostaglandin-endoperoxide synthase 2,0
SNX5_HUMAN,Q9Y5X3,SNX5,Sorting nexin-5,7,8,13,28,bin_5,Sorting nexin-5,SNX5,1,837,3026,359,SNX5,HGNC:14969,sorting nexin 5,16,solute carrier family 22 member 4,0
TESCTDSGAE,Q96K76,USP47,Ubiquitin carboxyl-terminal hydrolase 47,3,14,5,22,bin_5,Ubiquitin carboxyl-terminal hydrolase 47,USP47,1,864,3000,2026,USP47,HGNC:20076,ubiquitin specific peptidase 47,16,serine/threonine kinase 39,0
TRI37_HUMAN,O94972,TRIM37,E3 ubiquitin-protein ligase TRIM37 ,9,11,7,27,bin_5,E3 ubiquitin-protein ligase TRIM37,TRIM37,1,808,3069,361,TRIM37,HGNC:7523,tripartite motif containing 37,16,mitogen-activated protein kinase 1,0
PTPRM_HUMAN,P28827,PTPRM,Receptor-type tyrosine-protein phosphatase mu,5,10,6,21,bin_5,Receptor-type tyrosine-protein phosphatase mu,PTPRM,1,749,3156,201,PTPRM,HGNC:9675,protein tyrosine phosphatase receptor type M,16,prostaglandin-endoperoxide synthase 2,0
AMPE_HUMAN,Q07075,ENPEP,Glutamyl aminopeptidase,4,10,10,24,bin_5,Glutamyl aminopeptidase,ENPEP,1,823,3047,2093,ENPEP,HGNC:3355,glutamyl aminopeptidase,16,epidermal growth factor receptor,0
RPGF3_HUMAN,O95398,RAPGEF3,Rap guanine nucleotide exchange factor 3,3,19,7,29,bin_5,Rap guanine nucleotide exchange factor 3,RAPGEF3,1,782,3112,3325,RAPGEF3,HGNC:16629,Rap guanine nucleotide exchange factor 3,16,serine/threonine kinase 11,0
CNBP1_HUMAN,Q9NSA3,CTNNBIP1,Beta-catenin-interacting protein 1,2,14,6,22,bin_5,Beta-catenin-interacting protein 1,CTNNBIP1,1,832,3038,544,CTNNBIP1,HGNC:16913,catenin beta interacting protein 1,16,ret proto-oncogene,0
HOIL1_HUMAN,Q9BYM8,RBCK1,RanBP-type and C3HC4-type zinc finger-containing protein 1,7,12,2,21,bin_5,RanBP-type and C3HC4-type zinc finger-containing protein 1,RBCK1,1,880,2980,72,RBCK1,HGNC:15864,RANBP2-type and C3HC4-type zinc finger containing 1,16,prostaglandin-endoperoxide synthase 2,0
GBRB1_HUMAN,P18505,GABRB1,Gamma-aminobutyric acid receptor subunit beta-1,8,9,12,29,bin_5,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,1,874,2989,2832,GABRB1,HGNC:4081,gamma-aminobutyric acid type A receptor subunit beta1,16,fibrinogen beta chain,0
DLG5_HUMAN,Q9Y4E3,DLG5,Disks large homolog 5,3,25,7,35,bin_5,Disks large homolog 5,DLG5,1,782,3111,3999,DLG5,HGNC:2904,discs large MAGUK scaffold protein 5,16,epidermal growth factor receptor,0
NKX32_HUMAN,P78367,NKX3-2,Homeobox protein Nkx-3.2,4,14,2,20,bin_5,Homeobox protein Nkx-3.2,NKX3-2,1,783,3108,16,NKX3-2,HGNC:951,NK3 homeobox 2,16,cyclin dependent kinase inhibitor 1A,0
NR2E1_HUMAN,Q9Y466,NR2E1,Nuclear receptor subfamily 2 group E member 1,9,35,2,46,bin_5,Nuclear receptor subfamily 2 group E member 1,NR2E1,1,769,3127,0,NR2E1,HGNC:7973,nuclear receptor subfamily 2 group E member 1,16,nuclear receptor subfamily 3 group C member 1,0
RB6I2_HUMAN,Q8NAS1,ERC1,ELKS/Rab6-interacting/CAST family member 1,4,8,8,20,bin_5,ELKS/Rab6-interacting/CAST family member 1,ERC1,1,783,3109,151,ERC1,HGNC:17072,ELKS/RAB6-interacting/CAST family member 1,16,ret proto-oncogene,0
TAF9_HUMAN,Q16594,TAF9,Transcription initiation factor TFIID subunit 9,9,19,7,35,bin_5,Transcription initiation factor TFIID subunit 9,TAF9,1,815,3056,4272,TAF9,HGNC:11542,TATA-box binding protein associated factor 9,16,prostaglandin-endoperoxide synthase 2,0
CMA1_HUMAN,P23946,CMA1,Chymase,4,10,8,22,bin_5,Chymase,CMA1,1,870,2995,7150,CMA1,HGNC:2097,chymase 1,16,epidermal growth factor receptor,0
PRKX_HUMAN,P51817,PRKX,cAMP-dependent protein kinase catalytic subunit PRKX,3,14,3,20,bin_5,cAMP-dependent protein kinase catalytic subunit PRKX,PRKX,1,767,3130,186,PRKX,HGNC:9441,protein kinase cAMP-dependent X-linked catalytic subunit,16,prostaglandin-endoperoxide synthase 2,0
NMDE4_HUMAN,O15399,GRIN2D,"Glutamate receptor ionotropic, NMDA 2D",7,17,8,32,bin_5,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,1,831,3039,1526,GRIN2D,HGNC:4588,glutamate ionotropic receptor NMDA type subunit 2D,16,interleukin 6,0
GDIA_HUMAN,P31150,GDI1,Rab GDP dissociation inhibitor alpha,4,9,10,23,bin_5,Rab GDP dissociation inhibitor alpha,GDI1,1,822,3049,3004,GDI1,HGNC:4226,GDP dissociation inhibitor 1,16,glutamate ionotropic receptor NMDA type subunit 1,0
CAPZB_HUMAN,P47756,CAPZB,F-actin-capping protein subunit beta,3,8,15,26,bin_5,F-actin-capping protein subunit beta,CAPZB,1,849,3016,849,CAPZB,HGNC:1491,capping actin protein of muscle Z-line subunit beta,16,catalase,0
ADA2C_HUMAN,P18825,ADRA2C,Alpha-2C adrenergic receptor,5,13,3,21,bin_5,Alpha-2C adrenergic receptor,ADRA2C,1,764,3134,14310,ADRA2C,HGNC:283,adrenoceptor alpha 2C,16,adenosine deaminase,0
TOPRS_HUMAN,Q9NS56,TOPORS,E3 ubiquitin-protein ligase Topors,7,20,11,38,bin_5,E3 ubiquitin-protein ligase Topors,TOPORS,1,761,3138,352,TOPORS,HGNC:21653,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",16,prostaglandin-endoperoxide synthase 2,0
RS4X_HUMAN,P62701,RPS4X,"Small ribosomal subunit protein eS4, X isoform ",3,5,14,22,bin_5,"40S ribosomal protein S4, X isoform",RPS4X,1,831,3040,15,RPS4X,HGNC:10424,ribosomal protein S4 X-linked,16,prostaglandin-endoperoxide synthase 2,0
BIRC7_HUMAN,Q96CA5,BIRC7,Baculoviral IAP repeat-containing protein 7 30kDa subunit,6,11,6,23,bin_5,Baculoviral IAP repeat-containing protein 7 30kDa subunit,BIRC7,1,693,3234,6,BIRC7,HGNC:13702,baculoviral IAP repeat containing 7,17,prostaglandin-endoperoxide synthase 2,0
GDF7_HUMAN,Q7Z4P5,GDF7,Growth/differentiation factor 7,3,18,1,22,bin_5,Growth/differentiation factor 7,GDF7,1,661,3295,166,GDF7,HGNC:4222,growth differentiation factor 7,17,interleukin 2,0
VAX1_HUMAN,Q5SQQ9,VAX1,Ventral anterior homeobox 1,6,13,2,21,bin_5,Ventral anterior homeobox 1,VAX1,1,673,3265,9392,VAX1,HGNC:12660,ventral anterior homeobox 1,17,ret proto-oncogene,0
BAF_HUMAN,O75531,BANF1,"Barrier-to-autointegration factor, N-terminally processed ",4,11,7,22,bin_5,"Barrier-to-autointegration factor, N-terminally processed",BANF1,1,634,3339,22,BANF1,HGNC:17397,barrier to autointegration nuclear assembly factor 1,17,prostaglandin-endoperoxide synthase 2,0
BBS7_HUMAN,Q8IWZ6,BBS7,Bardet-Biedl syndrome 7 protein,1,19,11,31,bin_5,Bardet-Biedl syndrome 7 protein,BBS7,1,700,3225,58,BBS7,HGNC:18758,Bardet-Biedl syndrome 7,17,prostaglandin-endoperoxide synthase 2,0
RBBP6_HUMAN,Q9H3I8,RBBP6,E3 ubiquitin-protein ligase RBBP6,5,9,7,21,bin_5,E3 ubiquitin-protein ligase RBBP6,RBBP6,1,687,3244,201,RBBP6,HGNC:9889,"RB binding protein 6, ubiquitin ligase",17,prostaglandin-endoperoxide synthase 2,0
PLXB2_HUMAN,O15031,PLXNB2,Plexin-B2,1,15,4,20,bin_5,Plexin-B2,PLXNB2,1,684,3251,820,PLXNB2,HGNC:9104,plexin B2,17,prostaglandin-endoperoxide synthase 2,0
UBP36_HUMAN,Q9P275,USP36,Ubiquitin carboxyl-terminal hydrolase 36 ,5,11,6,22,bin_5,Ubiquitin carboxyl-terminal hydrolase 36,USP36,1,734,3181,2740,USP36,HGNC:20062,ubiquitin specific peptidase 36,17,serine/threonine kinase 11,0
NLGNX_HUMAN,Q8N0W4,NLGN4X,"Neuroligin-4, X-linked",6,19,13,38,bin_5,"Neuroligin-4, X-linked",NLGN4X,1,703,3224,386,NLGN4X,HGNC:14287,neuroligin 4 X-linked,17,solute carrier family 22 member 4,0
ERCC8_HUMAN,Q13216,ERCC8,DNA excision repair protein ERCC-8,1,13,6,20,bin_5,DNA excision repair protein ERCC-8,ERCC8,1,721,3198,15,ERCC8,HGNC:3439,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",17,epidermal growth factor receptor,0
PLOD3_HUMAN,O60568,PLOD3,Procollagen glycosyltransferase,7,13,9,29,bin_5,Procollagen glycosyltransferase,GLT25D1,0,671,3267,530,PLOD3,HGNC:9083,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",17,prostaglandin-endoperoxide synthase 2,0
KCNC3_HUMAN,Q14003,KCNC3,Voltage-gated potassium channel KCNC3 ,2,6,12,20,bin_5,Voltage-gated potassium channel KCNC3,KCNC3,1,620,3354,403,KCNC3,HGNC:6235,potassium voltage-gated channel subfamily C member 3,17,interleukin 6,0
MYCB2_HUMAN,O75592,MYCBP2,E3 ubiquitin-protein ligase MYCBP2 ,5,13,9,27,bin_5,E3 ubiquitin-protein ligase MYCBP2,MYCBP2,1,685,3245,284,MYCBP2,HGNC:23386,MYC binding protein 2,17,"serine peptidase inhibitor, Kazal type 5",0
KI18B_HUMAN,SVSHGRSRIA,KIF18B,Kinesin-like protein KIF18B,6,6,11,23,bin_5,Kinesin-like protein KIF18B,KIF18B,1,652,3310,75,KIF18B,HGNC:27102,kinesin family member 18B,17,"serine peptidase inhibitor, Kazal type 6",0
AT1B2_HUMAN,P14415,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2,4,22,14,40,bin_5,Sodium/potassium-transporting ATPase subunit beta-2,ATP1B2,1,692,3236,200,ATP1B2,HGNC:805,ATPase Na+/K+ transporting subunit beta 2,17,catenin beta 1,0
DLG3_HUMAN,Q92796,DLG3,Disks large homolog 3,5,9,11,25,bin_5,Disks large homolog 3,DLG3,1,735,3178,4019,DLG3,HGNC:2902,discs large MAGUK scaffold protein 3,17,epidermal growth factor receptor,0
LMAN1_HUMAN,Q9UQG7,LMAN1,Protein ERGIC-53,3,8,11,22,bin_5,Protein ERGIC-53,LMAN1,1,731,3187,1190,LMAN1,HGNC:6631,"lectin, mannose binding 1",17,interleukin 6,0
S15A4_HUMAN,Q8N697,SLC15A4,Solute carrier family 15 member 4 ,4,17,6,27,bin_5,Solute carrier family 15 member 4,SLC15A4,1,653,3309,24342,SLC15A4,HGNC:23090,solute carrier family 15 member 4,17,serine/threonine kinase 40,0
HUNIN_HUMAN,Q8IVG9,MT-RNR2,Humanin ,4,17,8,29,bin_5,Humanin,MTRNR2,0,654,3306,1882,MT-RNR2,HGNC:7471,mitochondrially encoded 16S rRNA,17,mitogen-activated protein kinase 1,0
M3K11_HUMAN,Q16584,MAP3K11,Mitogen-activated protein kinase kinase kinase 11,11,10,4,25,bin_5,Mitogen-activated protein kinase kinase kinase 11,MAP3K11,1,644,3325,215,MAP3K11,HGNC:6850,mitogen-activated protein kinase kinase kinase 11,17,mitogen-activated protein kinase 1,0
DEAF1_HUMAN,O75513,DEAF1,Deformed epidermal autoregulatory factor 1 homolog,4,10,6,20,bin_5,Deformed epidermal autoregulatory factor 1 homolog,DEAF1,1,654,3307,128,DEAF1,HGNC:14677,DEAF1 transcription factor,17,ret proto-oncogene,0
MAEA_HUMAN,Q7L5Y9,MAEA,E3 ubiquitin-protein transferase MAEA,3,8,10,21,bin_5,E3 ubiquitin-protein transferase MAEA,MAEA,1,682,3254,47,MAEA,HGNC:13731,"macrophage erythroblast attacher, E3 ubiquitin ligase",17,ret proto-oncogene,0
AGRG1_HUMAN,Q9Y653,ADGRG1,ADGRG1 C-terminal fragment,4,22,5,31,bin_5,ADGRG1 C-terminal fragment,ADGRG1,1,725,3193,134,ADGRG1,HGNC:4512,adhesion G protein-coupled receptor G1,17,interleukin 6,0
B2L10_HUMAN,Q9HD36,BCL2L10,Bcl-2-like protein 10 ,3,9,8,20,bin_5,Bcl-2-like protein 10,BCL2L10,1,641,3328,4472,BCL2L10,HGNC:993,BCL2 like 10,17,cyclin dependent kinase inhibitor 1A,0
TNKS2_HUMAN,Q9H2K2,TNKS2,Poly [ADP-ribose] polymerase tankyrase-2 ,5,9,8,22,bin_5,Poly [ADP-ribose] polymerase tankyrase-2,TNKS2,1,691,3237,320,TNKS2,HGNC:15677,tankyrase 2,17,serine palmitoyltransferase long chain base subunit 2,0
DNJC5_HUMAN,Q9H3Z4,DNAJC5,DnaJ homolog subfamily C member 5 ,1,7,15,23,bin_5,DnaJ homolog subfamily C member 5,DNAJC5,1,685,3247,2412,DNAJC5,HGNC:16235,DnaJ heat shock protein family (Hsp40) member C5,17,serine/threonine kinase 11,0
S4A11_HUMAN,Q8NBS3,SLC4A11,Solute carrier family 4 member 11,10,13,4,27,bin_5,Solute carrier family 4 member 11,SLC4A11,1,711,3214,1162,SLC4A11,HGNC:16438,solute carrier family 4 member 11,17,solute carrier family 22 member 4,0
ATN1_HUMAN,P54259,ATN1,Atrophin-1,3,12,6,21,bin_5,Atrophin-1,ATN1,1,639,3332,987,ATN1,HGNC:3033,atrophin 1,17,epidermal growth factor receptor,0
ADDB_HUMAN,Q6P0P2,ADD2,Beta-adducin,9,10,6,25,bin_5,Beta-adducin,ADD2,1,635,3336,3095,ADD2,HGNC:244,adducin 2,17,albumin,0
UBE2B_HUMAN,P63146,UBE2B,Ubiquitin-conjugating enzyme E2 B ,4,30,8,42,bin_5,Ubiquitin-conjugating enzyme E2 B,UBE2B,1,689,3238,23664,UBE2B,HGNC:12473,ubiquitin conjugating enzyme E2 B,17,ret proto-oncogene,0
GDIB_HUMAN,P50395,GDI2,Rab GDP dissociation inhibitor beta,4,6,11,21,bin_5,Rab GDP dissociation inhibitor beta,GDI2,1,566,3432,3142,GDI2,HGNC:4227,GDP dissociation inhibitor 2,18,interleukin 6,0
SC16A_HUMAN,O15027,SEC16A,Protein transport protein Sec16A,0,13,7,20,bin_5,protein transport protein Sec16A,SEC16A,1,525,3493,379,SEC16A,HGNC:29006,"SEC16 homolog A, endoplasmic reticulum export factor",18,sodium voltage-gated channel beta subunit 4,0
S6A13_HUMAN,Q9NSD5,SLC6A13,Sodium- and chloride-dependent GABA transporter 2,8,10,5,23,bin_5,Sodium- and chloride-dependent GABA transporter 2,SLC6A13,1,547,3463,359,SLC6A13,HGNC:11046,solute carrier family 6 member 13,18,prostaglandin-endoperoxide synthase 2,0
LNNDTKLCKD,P59047,NLRP5,"NACHT, LRR and PYD domains-containing protein 5",2,9,10,21,bin_5,"NACHT, LRR and PYD domains-containing protein 5",NLRP5,1,497,3537,1381,NLRP5,HGNC:21269,NLR family pyrin domain containing 5,18,angiotensin converting enzyme 2,0
PI51C_HUMAN,O60331,PIP5K1C,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma ,3,12,10,25,bin_5,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,PIP5K1C,1,573,3423,471,PIP5K1C,HGNC:8996,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,18,prostaglandin-endoperoxide synthase 2,0
VPP4_HUMAN,Q9HBG4,ATP6V0A4,V-type proton ATPase 116 kDa subunit a 4,2,8,14,24,bin_5,V-type proton ATPase 116 kDa subunit a 4,ATP6V0A4,1,559,3442,303,ATP6V0A4,HGNC:866,ATPase H+ transporting V0 subunit a4,18,albumin,0
SAC2_HUMAN,Q9NT51,INPP5F,Phosphatidylinositide phosphatase SAC2 ,7,15,9,31,bin_5,Phosphatidylinositide phosphatase SAC2,INPP5F,1,555,3449,18,INPP5F,HGNC:17054,inositol polyphosphate-5-phosphatase F,18,prostaglandin-endoperoxide synthase 2,0
IKQETREKEN,Q9UFE4,CCDC39,Coiled-coil domain-containing protein 39 ,0,18,4,22,bin_5,Coiled-coil domain-containing protein 39,CCDC39,1,602,3379,4538,CCDC39,HGNC:25244,coiled-coil domain 39 molecular ruler complex subunit,18,serine/threonine kinase 40,0
E2AK1_HUMAN,Q9UHG4,EIF2AK1,Eukaryotic translation initiation factor 2-alpha kinase 1 ,5,15,3,23,bin_5,Eukaryotic translation initiation factor 2-alpha kinase 1,EIF2AK1,1,574,3422,4517,EIF2AK1,HGNC:24921,eukaryotic translation initiation factor 2 alpha kinase 1,18,forkhead box P3,0
M3K12_HUMAN,Q12852,MAP3K12,Mitogen-activated protein kinase kinase kinase 12,8,11,5,24,bin_5,Mitogen-activated protein kinase kinase kinase 12,MAP3K12,1,591,3396,140,MAP3K12,HGNC:6851,mitogen-activated protein kinase kinase kinase 12,18,mitogen-activated protein kinase 1,0
CP2S1_HUMAN,Q96SQ9,CYP2S1,Cytochrome P450 2S1 ,10,6,4,20,bin_5,Cytochrome P450 2S1,CYP2S1,1,546,3465,213,CYP2S1,HGNC:15654,cytochrome P450 family 2 subfamily S member 1,18,sodium channel protein type 5 subunit alpha,0
DYLT1_HUMAN,P63172,DYNLT1,Dynein light chain Tctex-type 1,2,9,11,22,bin_5,Dynein light chain Tctex-type 1,DYNLT1,1,485,3552,190,DYNLT1,HGNC:11697,dynein light chain Tctex-type 1,18,ret proto-oncogene,0
HVCN1_HUMAN,Q96D96,HVCN1,Voltage-gated hydrogen channel 1,4,12,8,24,bin_5,Voltage-gated hydrogen channel 1,HVCN1,1,559,3443,12698,HVCN1,HGNC:28240,hydrogen voltage gated channel 1,18,forkhead box P3,0
BAP31_HUMAN,P51572,BCAP31,B-cell receptor-associated protein 31,2,11,13,26,bin_5,B-cell receptor-associated protein 31,BCAP31,1,514,3508,4432,BCAP31,HGNC:16695,B cell receptor associated protein 31,18,prostaglandin-endoperoxide synthase 2,0
TULP3_HUMAN,O75386,TULP3,Tubby-related protein 3 ,6,16,9,31,bin_5,Tubby-related protein 3,TULP3,1,563,3434,33,TULP3,HGNC:12425,TUB like protein 3,18,ret proto-oncogene,0
AOC1_HUMAN,P19801,AOC1,Diamine oxidase [copper-containing] ,11,3,7,21,bin_5,Diamine oxidase [copper-containing],AOC1,1,603,3376,8934,AOC1,HGNC:80,amine oxidase copper containing 1,18,actin alpha cardiac muscle 1,0
CHMP5_HUMAN,Q9NZZ3,CHMP5,Charged multivesicular body protein 5,1,27,13,41,bin_5,Charged multivesicular body protein 5,CHMP5,1,599,3385,4874,CHMP5,HGNC:26942,charged multivesicular body protein 5,18,forkhead box P3,0
HPS4_HUMAN,Q9NQG7,HPS4,BLOC-3 complex member HPS4 ,4,12,9,25,bin_5,BLOC-3 complex member HPS4,HPS4,1,515,3507,83,HPS4,HGNC:15844,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2,18,prostaglandin-endoperoxide synthase 2,0
DIC_HUMAN,Q9UBX3,SLC25A10,Mitochondrial dicarboxylate carrier ,7,12,4,23,bin_5,Mitochondrial dicarboxylate carrier,SLC25A10,1,517,3504,3464,SLC25A10,HGNC:10980,solute carrier family 25 member 10,18,prostaglandin-endoperoxide synthase 2,0
GRHL1_HUMAN,Q9NZI5,GRHL1,Grainyhead-like protein 1 homolog ,10,6,4,20,bin_5,Grainyhead-like protein 1 homolog,GRHL1,1,506,3523,438,GRHL1,HGNC:17923,grainyhead like transcription factor 1,18,sodium voltage-gated channel alpha subunit 1,0
DRC4_HUMAN,O95995,GAS8,Dynein regulatory complex subunit 4 ,2,12,10,24,bin_5,Dynein regulatory complex subunit 4,DRC4,0,516,3505,10634,DRC4,"""O95995",Dynein regulatory complex subunit 4,18,None,0
MED17_HUMAN,Q9NVC6,MED17,Mediator of RNA polymerase II transcription subunit 17,6,9,7,22,bin_5,Mediator of RNA polymerase II transcription subunit 17,MED17,1,554,3452,14089,FUT10,HGNC:2375,mediator complex subunit 17,18,epidermal growth factor receptor,0
