ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,all_go_counts,bin,normalized_protein,normalized_gene_name,MATCH,PMC_ID,Rank,PMC_PROTEIN,HGNC_symbol,HGNC_id,HGNC_name,Bin,predicted_hgnc_term,term_match_result
ARHG2_HUMAN,Q92974,ARHGEF2,Rho guanine nucleotide exchange factor 2,4,22,12,38,bin_5,Rho guanine nucleotide exchange factor 2,ARHGEF2,1,940,2920,19600,ARHGEF2,HGNC:682,Rho/Rac guanine nucleotide exchange factor 2,15,apolipoprotein A1,0
AP2M1_HUMAN,Q96CW1,AP2M1,AP-2 complex subunit mu ,6,12,15,33,bin_5,AP-2 complex subunit mu,AP2M1,1,920,2935,1571,AP2M1,HGNC:564,adaptor related protein complex 2 subunit mu 1,15,apolipoprotein E,0
STAR3_HUMAN,Q14849,STARD3,StAR-related lipid transfer protein 3 ,3,7,10,20,bin_5,StAR-related lipid transfer protein 3,STARD3,1,962,2886,368,STARD3,HGNC:17579,StAR related lipid transfer domain containing 3,15,solute carrier family 25 member 18,0
ATOH7_HUMAN,Q8N100,ATOH7,Transcription factor ATOH7 ,6,11,4,21,bin_5,Transcription factor ATOH7,ATOH7,1,1039,2803,877,ATOH7,HGNC:13907,atonal bHLH transcription factor 7,15,solute carrier family 25 member 18,0
TRIM1_HUMAN,Q9UJV3,MID2,Probable E3 ubiquitin-protein ligase MID2,8,10,3,21,bin_5,Probable E3 ubiquitin-protein ligase MID2,MID2,1,1010,2839,37,MID2,HGNC:7096,midline 2,15,solute carrier family 25 member 18,0
V2R_HUMAN,P30518,AVPR2,Vasopressin V2 receptor,2,15,8,25,bin_5,Vasopressin V2 receptor,AVPR2,1,960,2888,33882,AVPR2,HGNC:897,arginine vasopressin receptor 2,15,apolipoprotein E,0
MYRF_HUMAN,Q9Y2G1,MYRF,"Myelin regulatory factor, C-terminal",5,10,5,20,bin_5,"Myelin regulatory factor, C-terminal",MYRF,1,960,2890,6601,MYRF,HGNC:1181,myelin regulatory factor,15,apolipoprotein E,0
ABCD3_HUMAN,P28288,ABCD3,ATP-binding cassette sub-family D member 3,7,11,7,25,bin_5,ATP-binding cassette sub-family D member 3,ABCD3,1,1030,2815,3938,ABCD3,HGNC:67,ATP binding cassette subfamily D member 3,15,apolipoprotein B,0
NAT10_HUMAN,Q9H0A0,NAT10,RNA cytidine acetyltransferase ,8,9,8,25,bin_5,RNA cytidine acetyltransferase,NAT10,1,1049,2792,2775,NAT10,HGNC:29830,N-acetyltransferase 10,15,solute carrier family 25 member 18,0
GPM6A_HUMAN,P51674,GPM6A,Neuronal membrane glycoprotein M6-a,1,9,11,21,bin_5,Neuronal membrane glycoprotein M6-a,GPM6A,1,795,3090,92,GPM6A,HGNC:4460,glycoprotein M6A,16,apolipoprotein E,0
ZPR1_HUMAN,O75312,ZPR1,Zinc finger protein ZPR1,4,22,11,37,bin_5,Zinc finger protein ZPR1,ZNF259,0,788,3095,317,ZPR1,HGNC:13051,ZPR1 zinc finger,16,solute carrier family 25 member 18,0
DACT1_HUMAN,Q9NYF0,DACT1,Dapper homolog 1,6,17,5,28,bin_5,Dapper homolog 1,DACT1,1,827,3044,215,DACT1,HGNC:17748,dishevelled binding antagonist of beta catenin 1,16,solute carrier family 25 member 18,0
NPNT_HUMAN,E9PCQ1,NPNT,Nephronectin,2,16,6,24,bin_5,Nephronectin,NPNT,1,811,3066,769,NPNT,HGNC:27405,nephronectin,16,solute carrier family 25 member 18,0
FLRT3_HUMAN,Q9NZU0,FLRT3,Leucine-rich repeat transmembrane protein FLRT3,4,13,15,32,bin_5,Leucine-rich repeat transmembrane protein FLRT3,FLRT3,1,875,2986,231,FLRT3,HGNC:3762,fibronectin leucine rich transmembrane protein 3,16,solute carrier family 22 member 5,0
VPS4B_HUMAN,O75351,VPS4B,Vacuolar protein sorting-associated protein 4B ,5,35,14,54,bin_5,Vacuolar protein sorting-associated protein 4B,VPS4B,1,787,3096,186,VPS4B,HGNC:10895,vacuolar protein sorting 4 homolog B,16,solute carrier family 25 member 18,0
GRIK3_HUMAN,Q13003,GRIK3,"Glutamate receptor ionotropic, kainate 3",6,6,10,22,bin_5,"Glutamate receptor ionotropic, kainate 3",GRIK3,1,745,3164,9333,GRIK3,HGNC:4581,glutamate ionotropic receptor kainate type subunit 3,16,solute carrier family 25 member 18,0
GDF2_HUMAN,Q9UK05,GDF2,Growth/differentiation factor 2,3,30,3,36,bin_5,Growth/differentiation factor 2,GDF2,1,883,2976,3553,GDF2,HGNC:4217,growth differentiation factor 2,16,solute carrier family 25 member 18,0
VPS11_HUMAN,Q9H270,VPS11,Vacuolar protein sorting-associated protein 11 homolog,6,16,12,34,bin_5,Vacuolar protein sorting-associated protein 11 homolog,VPS11,1,756,3142,631,VPS11,HGNC:14583,VPS11 core subunit of CORVET and HOPS complexes,16,solute carrier family 25 member 18,0
KCC1A_HUMAN,Q14012,CAMK1,Calcium/calmodulin-dependent protein kinase type 1,4,18,2,24,bin_5,Calcium/calmodulin-dependent protein kinase type 1,CAMK1,1,754,3146,18010,CAMK1,HGNC:1459,calcium/calmodulin dependent protein kinase I,16,apolipoprotein E,0
GNA12_HUMAN,Q03113,GNA12,Guanine nucleotide-binding protein subunit alpha-12,8,16,8,32,bin_5,Guanine nucleotide-binding protein subunit alpha-12,GNA12,1,804,3075,316,GNA12,HGNC:4380,G protein subunit alpha 12,16,solute carrier family 25 member 18,0
RAP2B_HUMAN,P61225,RAP2B,Ras-related protein Rap-2b,5,9,8,22,bin_5,Ras-related protein Rap-2b,RAP2B,1,800,3085,63,RAP2B,HGNC:9862,"RAP2B, member of RAS oncogene family",16,solute carrier family 25 member 18,0
FNIP1_HUMAN,Q8TF40,FNIP1,Folliculin-interacting protein 1 ,5,18,3,26,bin_5,Folliculin-interacting protein 1,FNIP1,1,766,3132,372,FNIP1,HGNC:29418,folliculin interacting protein 1,16,solute carrier family 25 member 18,0
NPHP4_HUMAN,O75161,NPHP4,Nephrocystin-4,1,11,14,26,bin_5,Nephrocystin-4,NPHP4,1,875,2987,450,NPHP4,HGNC:19104,nephrocystin 4,16,solute carrier family 25 member 18,0
RGS14_HUMAN,O43566,RGS14,Regulator of G-protein signaling 14,8,19,13,40,bin_5,Regulator of G-protein signaling 14,RGS14,1,801,3082,64705,RGS14,HGNC:9996,regulator of G protein signaling 14,16,solute carrier family 25 member 18,0
CSN5_HUMAN,Q92905,COPS5,COP9 signalosome complex subunit 5,8,13,9,30,bin_5,COP9 signalosome complex subunit 5,COPS5,1,775,3121,3419,COPS5,HGNC:2240,COP9 signalosome subunit 5,16,apolipoprotein E,0
CEBPG_HUMAN,P53567,CEBPG,CCAAT/enhancer-binding protein gamma,8,15,4,27,bin_5,CCAAT/enhancer-binding protein gamma,CEBPG,1,745,3162,12631,CEBPG,HGNC:1837,CCAAT enhancer binding protein gamma,16,apolipoprotein E,0
TTBK2_HUMAN,Q6IQ55,TTBK2,Tau-tubulin kinase 2,8,12,6,26,bin_5,Tau-tubulin kinase 2,TTBK2,1,748,3158,581,TTBK2,HGNC:19141,tau tubulin kinase 2,16,solute carrier family 25 member 18,0
HIPK1_HUMAN,Q8TBZ1,HIPK1,Homeodomain-interacting protein kinase 1,4,19,7,30,bin_5,Homeodomain-interacting protein kinase 1,HIPK1,1,860,3006,2383,HIPK1,HGNC:19006,homeodomain interacting protein kinase 1,16,solute carrier family 25 member 18,0
SC6A9_HUMAN,P48067,SLC6A9,Sodium- and chloride-dependent glycine transporter 1,2,10,14,26,bin_5,Sodium- and chloride-dependent glycine transporter 1,SLC6A9,1,767,3129,416,SLC6A9,HGNC:11056,solute carrier family 6 member 9,16,solute carrier family 25 member 18,0
FLOT2_HUMAN,Q14254,FLOT2,Flotillin-2,1,12,20,33,bin_5,Flotillin-2,FLOT2,1,835,3031,2868,FLOT2,HGNC:3758,flotillin 2,16,solute carrier family 25 member 18,0
CRHBP_HUMAN,P24387,CRHBP,Corticotropin-releasing factor-binding protein,2,22,12,36,bin_5,Corticotropin-releasing factor-binding protein,CRHBP,1,776,3118,337,CRHBP,HGNC:2356,corticotropin releasing hormone binding protein,16,apolipoprotein E,0
KANK1_HUMAN,Q14678,KANK1,KN motif and ankyrin repeat domain-containing protein 1,1,16,5,22,bin_5,KN motif and ankyrin repeat domain-containing protein 1,KANK1,1,764,3133,228,KANK1,HGNC:19309,KN motif and ankyrin repeat domains 1,16,solute carrier family 25 member 18,0
CLN5_HUMAN,O75503,CLN5,"Bis(monoacylglycero)phosphate synthase CLN5, secreted form",4,11,9,24,bin_5,"Bis(monoacylglycero)phosphate synthase CLN5, secreted form",CLN5,1,801,3084,4,CLN5,HGNC:2076,CLN5 lysosomal BMP synthase,16,apolipoprotein E,0
IFNL1_HUMAN,Q8IU54,IFNL1,Interferon lambda-1,3,18,3,24,bin_5,Interferon lambda-1,IFNL1,1,862,3001,1261,IFNL1,HGNC:18363,interferon lambda 1,16,solute carrier family 25 member 18,0
ZMIZ1_HUMAN,Q9ULJ6,ZMIZ1,Zinc finger MIZ domain-containing protein 1 ,5,17,5,27,bin_5,Zinc finger MIZ domain-containing protein 1,ZMIZ1,1,832,3037,270,ZMIZ1,HGNC:16493,zinc finger MIZ-type containing 1,16,solute carrier family 25 member 18,0
TE2IP_HUMAN,Q9NYB0,TERF2IP,Telomeric repeat-binding factor 2-interacting protein 1,3,17,9,29,bin_5,Telomeric repeat-binding factor 2-interacting protein 1,TERF2IP,1,797,3086,143,TERF2IP,HGNC:19246,TERF2 interacting protein,16,solute carrier family 25 member 18,0
KALRN_HUMAN,O60229,KALRN,Kalirin ,5,8,7,20,bin_5,Kalirin,KALRN,1,796,3088,1478,KALRN,HGNC:4814,kalirin RhoGEF kinase,16,solute carrier family 25 member 18,0
OVOL2_HUMAN,Q9BRP0,OVOL2,Transcription factor Ovo-like 2 ,8,24,1,33,bin_5,Transcription factor Ovo-like 2,OVOL2,1,855,3013,303,OVOL2,HGNC:15804,ovo like zinc finger 2,16,solute carrier family 25 member 18,0
UBP33_HUMAN,Q8TEY7,USP33,Ubiquitin carboxyl-terminal hydrolase 33,5,14,9,28,bin_5,Ubiquitin carboxyl-terminal hydrolase 33,USP33,1,874,2990,2697,USP33,HGNC:20059,ubiquitin specific peptidase 33,16,solute carrier family 25 member 18,0
PRDM5_HUMAN,Q9NQX1,PRDM5,PR domain zinc finger protein 5,9,8,4,21,bin_5,PR domain zinc finger protein 5,PRDM5,1,664,3288,10732,PRDM5,HGNC:9349,PR/SET domain 5,17,solute carrier family 22 member 18,0
FLVC1_HUMAN,Q9Y5Y0,FLVCR1,Heme transporter FLVCR1 ,2,15,4,21,bin_5,FLVCR1,FLVCR1,1,662,3293,270,FLVCR1,HGNC:24682,FLVCR choline and heme transporter 1,17,solute carrier family 25 member 18,0
AT2B3_HUMAN,Q16720,ATP2B3,Plasma membrane calcium-transporting ATPase 3,8,4,8,20,bin_5,Plasma membrane calcium-transporting ATPase 3,ATP2B3,1,689,3242,1937,ATP2B3,HGNC:816,ATPase plasma membrane Ca2+ transporting 3,17,apolipoprotein E,0
GPSM2_HUMAN,P81274,GPSM2,G-protein-signaling modulator 2,6,8,9,23,bin_5,G-protein-signaling modulator 2,GPSM2,1,673,3264,3796,GPSM2,HGNC:29501,G protein signaling modulator 2,17,solute carrier family 25 member 18,0
APLF_HUMAN,Q8IW19,APLF,Aprataxin and PNK-like factor ,10,11,5,26,bin_5,Aprataxin and PNK-like factor,APLF,1,733,3184,102,APLF,HGNC:28724,aprataxin and PNKP like factor,17,solute carrier family 25 member 18,0
VATL_HUMAN,P27449,ATP6V0C,V-type proton ATPase 16 kDa proteolipid subunit c ,3,8,16,27,bin_5,V-type proton ATPase 16 kDa proteolipid subunit c,ATP6V0C,1,661,3294,230,ATP6V0C,HGNC:855,ATPase H+ transporting V0 subunit c,17,apolipoprotein A-I,0
GTR10_HUMAN,O95528,SLC2A10,"Solute carrier family 2, facilitated glucose transporter member 10 ",4,20,5,29,bin_5,"Solute carrier family 2, facilitated glucose transporter member 10",SLC2A10,1,609,3362,3163,SLC2A10,HGNC:13444,solute carrier family 2 member 10,17,solute carrier family 25 member 18,0
NECT1_HUMAN,Q15223,NECTIN1,Nectin-1,8,14,10,32,bin_5,Nectin-1,PVRL1,0,738,3174,3043,NECTIN1,HGNC:9706,nectin cell adhesion molecule 1,17,solute carrier family 25 member 18,0
EPHA8_HUMAN,P29322,EPHA8,Ephrin type-A receptor 8,5,11,4,20,bin_5,Ephrin type-A receptor 8,EPHA8,1,633,3340,8366,EPHA8,HGNC:3391,EPH receptor A8,17,apolipoprotein E,0
PNPT1_HUMAN,Q8TCS8,PNPT1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial ",7,26,8,41,bin_5,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,1,629,3344,271,PNPT1,HGNC:23166,polyribonucleotide nucleotidyltransferase 1,17,solute carrier family 25 member 18,0
VP33B_HUMAN,Q9H267,VPS33B,Vacuolar protein sorting-associated protein 33B,1,16,17,34,bin_5,Vacuolar protein sorting-associated protein 33B,VPS33B,1,668,3273,43,VPS33B,HGNC:12712,VPS33B late endosome and lysosome associated,17,solute carrier family 25 member 18,0
SAR1A_HUMAN,Q9NR31,SAR1A,Small COPII coat GTPase SAR1A ,4,11,6,21,bin_5,Small COPII coat GTPase SAR1A,SAR1A,1,665,3283,220,SAR1A,HGNC:10534,secretion associated Ras related GTPase 1A,17,solute carrier family 25 member 18,0
TGFI1_HUMAN,O43294,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,5,12,5,22,bin_5,Transforming growth factor beta-1-induced transcript 1 protein,TGFB1I1,1,639,3330,240,TGFB1I1,HGNC:11767,transforming growth factor beta 1 induced transcript 1,17,solute carrier family 25 member 18,0
DTX3L_HUMAN,Q8TDB6,DTX3L,E3 ubiquitin-protein ligase DTX3L,10,19,8,37,bin_5,E3 ubiquitin-protein ligase DTX3L,DTX3L,1,731,3185,337,DTX3L,HGNC:30323,deltex E3 ubiquitin ligase 3L,17,solute carrier family 25 member 18,0
PCSK5_HUMAN,Q92824,PCSK5,Proprotein convertase subtilisin/kexin type 5,4,17,6,27,bin_5,Proprotein convertase subtilisin/kexin type 5,PCSK5,1,665,3280,8655,PCSK5,HGNC:8747,proprotein convertase subtilisin/kexin type 5,17,solute carrier family 25 member 18,0
PSD10_HUMAN,O75832,PSMD10,26S proteasome non-ATPase regulatory subunit 10,5,15,9,29,bin_5,26S proteasome non-ATPase regulatory subunit 10,PSMD10,1,646,3319,1630,PSMD10,HGNC:9555,"proteasome 26S subunit, non-ATPase 10",17,solute carrier family 25 member 18,0
PTPRN_HUMAN,Q16849,PTPRN,ICA512-cleaved cytosolic fragment,3,8,10,21,bin_5,ICA512-cleaved cytosolic fragment,PTPRN,1,611,3360,1,PTPRN,HGNC:9676,protein tyrosine phosphatase receptor type N,17,solute carrier family 25 member 18,0
S15A2_HUMAN,Q16348,SLC15A2,Solute carrier family 15 member 2 ,3,13,4,20,bin_5,Solute carrier family 15 member 2,SLC15A2,1,619,3356,24436,SLC15A2,HGNC:10921,solute carrier family 15 member 2,17,solute carrier family 25 member 18,0
CHMP3_HUMAN,Q9Y3E7,CHMP3,Charged multivesicular body protein 3,5,29,16,50,bin_5,Charged multivesicular body protein 3,CHMP3,1,717,3204,4961,CHMP3,HGNC:29865,charged multivesicular body protein 3,17,solute carrier family 25 member 18,0
MBB1A_HUMAN,Q9BQG0,MYBBP1A,Myb-binding protein 1A,4,14,8,26,bin_5,Myb-binding protein 1A,MYBBP1A,1,642,3327,603,MYBBP1A,HGNC:7546,MYB binding protein 1a,17,solute carrier family 25 member 18,0
IQGA3_HUMAN,Q86VI3,IQGAP3,Ras GTPase-activating-like protein IQGAP3,5,13,4,22,bin_5,Ras GTPase-activating-like protein IQGAP3,IQGAP3,1,698,3229,33,IQGAP3,HGNC:20669,IQ motif containing GTPase activating protein 3,17,solute carrier family 25 member 18,0
ATP4A_HUMAN,P20648,ATP4A,Potassium-transporting ATPase alpha chain 1,6,10,4,20,bin_5,Potassium-transporting ATPase alpha chain 1,ATP4A,1,649,3316,358,ATP4A,HGNC:819,ATPase H+/K+ transporting subunit alpha,17,apolipoprotein A1,0
MYO1A_HUMAN,Q9UBC5,MYO1A,Unconventional myosin-Ia,4,6,12,22,bin_5,MYO1A,MYO1A,1,639,3331,660,MYO1A,HGNC:7595,myosin IA,17,solute carrier family 25 member 18,0
CR3L3_HUMAN,Q68CJ9,CREB3L3,Processed cyclic AMP-responsive element-binding protein 3-like protein 3,8,5,8,21,bin_5,Processed cyclic AMP-responsive element-binding protein 3-like protein 3,CREB3L3,1,665,3282,114,CREB3L3,HGNC:18855,cAMP responsive element binding protein 3 like 3,17,solute carrier family 25 member 18,0
RPGF2_HUMAN,Q9Y4G8,RAPGEF2,Rap guanine nucleotide exchange factor 2,9,37,14,60,bin_5,Rap guanine nucleotide exchange factor 2,RAPGEF2,1,720,3199,3340,RAPGEF2,HGNC:16854,Rap guanine nucleotide exchange factor 2,17,solute carrier family 25 member 18,0
B3A2_HUMAN,P04920,SLC4A2,Anion exchange protein 2,5,13,5,23,bin_5,Anion exchange protein 2,SLC4A2,1,693,3235,897,SLC4A2,HGNC:11028,solute carrier family 4 member 2,17,solute carrier family 25 member 18,0
PACRG_HUMAN,Q96M98,PACRG,Parkin coregulated gene protein,9,3,9,21,bin_5,Parkin coregulated gene protein,PACRG,1,665,3284,234,PACRG,HGNC:19152,parkin coregulated,17,solute carrier family 25 member 18,0
FMN2_HUMAN,Q9NZ56,FMN2,Formin-2,1,16,12,29,bin_5,Formin-2,FMN2,1,664,3286,1240,FMN2,HGNC:14074,formin 2,17,solute carrier family 25 member 18,0
CAP7_HUMAN,P20160,AZU1,Azurocidin ,5,27,8,40,bin_5,Azurocidin,AZU1,1,713,3211,1276,AZU1,HGNC:913,azurocidin 1,17,apolipoprotein E,0
TRDN_HUMAN,Q13061,TRDN,Triadin,3,15,10,28,bin_5,Triadin,TRDN,1,729,3188,1398,TRDN,HGNC:12261,triadin,17,solute carrier family 25 member 18,0
STAU2_HUMAN,Q6AHY7,STAU2,Double-stranded RNA-binding protein Staufen homolog 2,7,11,13,31,bin_5,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,1,529,3486,1099,STAU2,HGNC:11371,staufen double-stranded RNA binding protein 2,18,solute carrier family 25 member 18,0
TGO1_HUMAN,Q5JRB1,MIA3,Transport and Golgi organization protein 1 homolog ,1,17,5,23,bin_5,Transport and Golgi organization protein 1 homolog,TANGO1,0,526,3491,12142,MIA3,HGNC:24008,MIA SH3 domain ER export factor 3,18,solute carrier family 25 member 18,0
E4F1_HUMAN,Q66K89,E4F1,Transcription factor E4F1,9,9,4,22,bin_5,Transcription factor E4F1,E4F1,1,561,3440,512,E4F1,HGNC:3121,E4F transcription factor 1,18,apolipoprotein E,0
ACHB_HUMAN,P11230,CHRNB1,Acetylcholine receptor subunit beta ,6,14,4,24,bin_5,Acetylcholine receptor subunit beta,CHRNB,0,547,3462,42921,CHRNB1,HGNC:1961,cholinergic receptor nicotinic beta 1 subunit,18,apolipoprotein E,0
S38A3_HUMAN,Q99624,SLC38A3,Sodium-coupled neutral amino acid transporter 3 ,9,17,3,29,bin_5,Sodium-coupled neutral amino acid transporter 3,SLC38A3,1,600,3382,1711,SLC38A3,HGNC:18044,solute carrier family 38 member 3,18,solute carrier family 25 member 18,0
PAXI1_HUMAN,Q6ZW49,PAXIP1,PAX-interacting protein 1,0,15,6,21,bin_5,PAX-interacting protein 1,PAXIP1,1,526,3492,126,PAXIP1,HGNC:8624,PAX interacting protein 1,18,solute carrier family 25 member 18,0
RIT2_HUMAN,Q99578,RIT2,GTP-binding protein Rit2,7,14,11,32,bin_5,GTP-binding protein Rit2,RIT2,1,475,3560,80,RIT2,HGNC:10017,Ras like without CAAX 2,18,solute carrier family 25 member 18,0
GBA2_HUMAN,Q9HCG7,GBA2,Non-lysosomal glucosylceramidase ,5,12,6,23,bin_5,Non-lysosomal glucosylceramidase,GBA2,1,604,3372,237,GBA2,HGNC:18986,glucosylceramidase beta 2,18,solute carrier family 25 member 18,0
IL31R_HUMAN,Q8NI17,IL31RA,Interleukin-31 receptor subunit alpha,4,16,6,26,bin_5,Interleukin-31 receptor subunit alpha,IL31RA,1,496,3538,490,IL31RA,HGNC:18969,interleukin 31 receptor A,18,solute carrier family 25 member 18,0
NAL10_HUMAN,Q86W26,NLRP10,"NACHT, LRR and PYD domains-containing protein 10",3,12,5,20,bin_5,"NACHT, LRR and PYD domains-containing protein 10",NLRP10,1,495,3542,1305,NLRP10,HGNC:21464,NLR family pyrin domain containing 10,18,solute carrier family 25 member 18,0
KMT2E_HUMAN,Q86WG0,KMT2E,Inactive histone-lysine N-methyltransferase 2E ,4,7,12,23,bin_5,Inactive histone-lysine N-methyltransferase 2E,KMT2E,1,538,3471,83,KMT2E,HGNC:18541,lysine methyltransferase 2E (inactive),18,solute carrier family 25 member 18,0
POPD1_HUMAN,Q8NE79,BVES,Blood vessel epicardial substance ,2,19,8,29,bin_5,Blood vessel epicardial substance,BVES,1,531,3481,1652,,,,18,None,0
RAPSN_HUMAN,Q13702,RAPSN,43 kDa receptor-associated protein of the synapse,5,9,6,20,bin_5,43 kDa receptor-associated protein of the synapse,DLGAP1,0,503,3528,584,RAPSN,HGNC:9863,receptor associated protein of the synapse,18,solute carrier family 25 member 18,0
MAPK5_HUMAN,Q8IW41,MAPKAPK5,MAP kinase-activated protein kinase 5,9,12,6,27,bin_5,MAP kinase-activated protein kinase 5,MAPKAPK5,1,600,3383,3980,MAPKAPK5,HGNC:6889,MAPK activated protein kinase 5,18,solute carrier family 25 member 18,0
WASF1_HUMAN,Q92558,WASF1,Actin-binding protein WASF1 ,4,13,8,25,bin_5,Actin-binding protein WASF1,WASF1,1,532,3478,372,WASF1,HGNC:12732,WASP family member 1,18,solute carrier family 25 member 18,0
OPN3_HUMAN,Q9H1Y3,OPN3,Opsin-3,5,13,4,22,bin_5,Opsin-3,OPN3,1,512,3517,316,OPN3,HGNC:14007,opsin 3,18,solute carrier family 25 member 18,0
ASAH2_HUMAN,Q9NR71,ASAH2,Neutral ceramidase soluble form ,4,11,7,22,bin_5,Neutral ceramidase soluble form,ASAH2,1,481,3558,741,ASAH2,HGNC:18860,N-acylsphingosine amidohydrolase 2,18,solute carrier family 25 member 18,0
M3K13_HUMAN,O43283,MAP3K13,Mitogen-activated protein kinase kinase kinase 13,12,11,2,25,bin_5,Mitogen-activated protein kinase kinase kinase 13,MAP3K13,1,484,3554,194572,MAP3K13,HGNC:6852,mitogen-activated protein kinase kinase kinase 13,18,solute carrier family 25 member 18,0
IFT74_HUMAN,Q96LB3,IFT74,Intraflagellar transport protein 74 homolog,2,12,7,21,bin_5,Intraflagellar transport protein 74 homolog,IFT74,1,588,3402,387,IFT74,HGNC:21424,intraflagellar transport 74,18,solute carrier family 25 member 18,0
AP3D1_HUMAN,O14617,AP3D1,AP-3 complex subunit delta-1,0,22,12,34,bin_5,AP-3 complex subunit delta-1,AP3D1,1,504,3525,92,AP3D1,HGNC:568,adaptor related protein complex 3 subunit delta 1,18,apolipoprotein E,0
SH3K1_HUMAN,Q96B97,SH3KBP1,SH3 domain-containing kinase-binding protein 1,2,8,10,20,bin_5,SH3 domain-containing kinase-binding protein 1,SH3KBP1,1,570,3427,478,SH3KBP1,HGNC:13867,SH3 domain containing kinase binding protein 1,18,solute carrier family 25 member 18,0
AL3B1_HUMAN,P43353,ALDH3B1,Aldehyde dehydrogenase family 3 member B1,5,8,7,20,bin_5,Aldehyde dehydrogenase family 3 member B1,ALDH3B1,1,513,3514,2431,ALDH3B1,HGNC:410,aldehyde dehydrogenase 3 family member B1,18,apolipoprotein E,0
ADCYA_HUMAN,Q96PN6,ADCY10,Adenylate cyclase type 10,6,27,14,47,bin_5,Adenylate cyclase type 10,ADCY10,1,502,3529,43898,ADCY10,HGNC:21285,adenylate cyclase 10,18,solute carrier family 25 member 18,0
AKAP6_HUMAN,Q13023,AKAP6,A-kinase anchor protein 6,6,15,10,31,bin_5,A-kinase anchor protein 6,AKAP6,1,531,3480,5719,AKAP6,HGNC:376,A-kinase anchoring protein 6,18,apolipoprotein E,0
S27A5_HUMAN,Q9Y2P5,SLC27A5,Long-chain fatty acid transport protein 5 ,8,10,5,23,bin_5,Long-chain fatty acid transport protein 5,SLC27A5,1,590,3397,42238,SLC27A5,HGNC:10999,solute carrier family 27 member 5,18,solute carrier family 25 member 18,0
YBOX3_HUMAN,P16989,YBX3,Y-box-binding protein 3,6,17,6,29,bin_5,Y-box-binding protein 3,YBX3,1,564,3433,3830,YBX3,HGNC:2428,Y-box binding protein 3,18,apolipoprotein E,0
SKAP1_HUMAN,Q86WV1,SKAP1,Src kinase-associated phosphoprotein 1,4,11,8,23,bin_5,Src kinase-associated phosphoprotein 1,SKAP1,1,531,3482,1104,SKAP1,HGNC:15605,src kinase associated phosphoprotein 1,18,solute carrier family 25 member 18,0
EXOSX_HUMAN,Q01780,EXOSC10,Exosome complex component 10 ,7,23,11,41,bin_5,Exosome complex component 10,EXOSC10,1,530,3484,44710,EXOSC10,HGNC:9138,exosome component 10,18,solute carrier family 22 member 18,0
RHG35_HUMAN,Q9NRY4,ARHGAP35,Rho GTPase-activating protein 35 ,5,23,5,33,bin_5,Rho GTPase-activating protein 35,ARHGAP35,1,581,3409,2034,ARHGAP35,HGNC:4591,Rho GTPase activating protein 35,18,solute carrier family 25 member 18,0
ZNT1_HUMAN,Q9Y6M5,SLC30A1,Proton-coupled zinc antiporter SLC30A1 ,4,17,14,35,bin_5,Proton-coupled zinc antiporter SLC30A1,SLC30A1,1,599,3386,18,SLC30A1,HGNC:11012,solute carrier family 30 member 1,18,solute carrier family 25 member 18,0
PTN23_HUMAN,Q9H3S7,PTPN23,Tyrosine-protein phosphatase non-receptor type 23,2,10,9,21,bin_5,Tyrosine-protein phosphatase non-receptor type 23,PTPN23,1,383,3684,42680,PTPN23,HGNC:14406,protein tyrosine phosphatase non-receptor type 23,19,solute carrier family 25 member 18,0
CP131_HUMAN,Q9UPN4,CEP131,Centrosomal protein of 131 kDa,2,10,11,23,bin_5,Centrosomal protein of 131 kDa,CEP131,1,381,3689,282,CEP131,HGNC:29511,centrosomal protein 131,19,solute carrier family 25 member 18,0
SMRD2_HUMAN,Q92925,SMARCD2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,2,11,10,23,bin_5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,SMARCD2,1,418,3638,1402,SMARCD2,HGNC:11107,SWI/SNF related BAF chromatin remodeling complex subunit D2,19,solute carrier family 25 member 18,0
INTU_HUMAN,Q9ULD6,INTU,Protein inturned,0,24,7,31,bin_5,protein,INTU,1,401,3660,378,INTU,HGNC:29239,inturned planar cell polarity protein,19,solute carrier family 25 member 18,0
MYO1G_HUMAN,B0I1T2,MYO1G,Minor histocompatibility antigen HA-2 ,7,11,12,30,bin_5,Minor histocompatibility antigen HA-2,HMHA2,0,461,3580,277,MYO1G,HGNC:13880,myosin IG,19,solute carrier family 25 member 18,0
TEN2_HUMAN,Q9NT68,TENM2,Ten-2 intracellular domain,5,7,14,26,bin_5,TENM2,TENM2,1,380,3690,144,TENM2,HGNC:29943,teneurin transmembrane protein 2,19,solute carrier family 25 member 18,0
PIDD1_HUMAN,Q9HB75,PIDD1,PIDD-CC ,2,11,7,20,bin_5,PIDD-CC,PIDD1,1,327,3758,54,PIDD1,HGNC:16491,p53-induced death domain protein 1,19,solute carrier family 25 member 18,0
